index,Winery,Year,Wine ID,Wine,Rating,num_review,price,Country,Region,Selected_region
1026,El Escocés Volante,2015,4190007,The Cup & Rings Mencia 2015,3.3,60,8.9,España,Bierzo,other
1027,Sierra Cantabria,2018,77872,Crianza 2018,3.6,71,8.9,España,Rioja,Rioja
1028,Viña Cumbrero,2014,1204718,Rioja Reserva 2014,3.6,93,8.9,España,Rioja,Rioja
1029,Medrano Irazu,2017,1219007,Crianza 2017,3.5,109,8.9,España,Rioja,Rioja
1030,Bodegas Clunia,2018,9425603,Tesela 2018,3.7,65,8.9,España,Castilla y León,other
1031,Cuatro Rayas,2019,5935968,Cuarenta Vendimias Tempranillo 2019,3.8,71,8.9,España,Ribera del Duero,Ribera del Duero
1032,Marqués de Griñon,2018,1199097,El Rincón 2018,3.5,155,8.9,España,Dominio de Valdepusa,other
1033,Rioja Vega,2017,6290696,Rioja Vega Edición Limitada 2017,3.9,92,8.9,España,Rioja,Rioja
1034,Sierra Cantabria,2017,77872,Crianza 2017,3.8,844,8.9,España,Rioja,Rioja
1035,Landaluce,2018,1565877,Fincas de Landaluce Crianza 2018,3.8,48,8.9,España,Rioja Alavesa,other
1036,Gonzalo Celayeta,2017,3943284,El Piano Garnacha Tinta 2017,3.6,36,8.9,España,Navarra,other
1037,Callejo,2020,1387031,Flores de Callejo 2020,3.7,269,8.9,España,Ribera del Duero,Ribera del Duero
1038,Pata Negra,2018,1999608,Ribera del Duero Crianza 2018,3.3,27,8.9,España,Ribera del Duero,Ribera del Duero
1039,Calandria,2018,1273968,Volandera 2018,3.8,227,8.9,España,Navarra,other
1040,Vizcarra,2020,1633909,Ribera del Duero Senda del Oro 2020,3.8,100,8.9,España,Ribera del Duero,Ribera del Duero
1041,Jorge Piernas,2019,8468505,El Banquete de Platón Monastrell 2019,3.7,62,8.9,España,Murcia,other
1042,Martí Serdà,2018,4405980,El Cabronet 2018,3.7,33,8.9,España,Panadés,other
1043,De Moya,2018,5220637,Gloria 2018,3.9,469,8.9,España,Valencia,other
1044,Las Moradas de San Martín,2018,1586637,Senda 2018,3.6,62,8.9,España,Madrid,other
1045,Cellers Grifoll Declara,2017,1244210,Predicat 2017,3.8,1066,8.9,España,Priorato,Catalunya Sul
1046,Figuero,2020,1155267,Ribera Del Duero 4 Meses en Barrica (Roble) 2020,3.7,31,8.91,España,Ribera del Duero,Ribera del Duero
1047,Herència Altés,2018,1205748,Garnatxa Negra 2018,3.8,433,8.91,España,Terra Alta,Catalunya Sul
1048,Familia Torres,2019,2651,Atrium Merlot 2019,3.8,114,8.91,España,Panadés,other
1049,Mustiguillo,2019,99554,Mestizaje Tinto 2019,3.8,116,8.94,España,El Terrerazo,other
1050,Serra i Barceló,2018,2556887,Aucalà Tinto 2018,3.9,60,8.94,España,Terra Alta,Catalunya Sul
1051,Bodegas Obergo,2014,6527689,Expression Garnacha 2014,3.3,33,8.95,España,Somontano,other
1052,Solabal,2017,1194669,Rioja Crianza 2017,3.8,69,8.95,España,Rioja,Rioja
1053,Tomàs Cusiné,2018,1244278,Llebre 2018,3.7,514,8.95,España,Costers del Segre,other
1054,Fernández de Piérola,2017,1167430,Crianza 2017,3.8,352,8.95,España,Rioja,Rioja
1055,Adega Ponte da Boga,2019,1395942,Mencía 2019,3.3,169,8.95,España,Ribeira Sacra,other
1056,Bodegas Valdelana,2018,1631856,Familia Valdelana Crianza 2018,3.8,109,8.95,España,Rioja,Rioja
1057,Calandria,2020,1273968,Volandera 2020,4.0,25,8.95,España,Navarra,other
1058,Bodega Picos,2019,1837623,Gregoriano Roble 2019,3.9,26,8.95,España,Campo de Borja,other
1059,Ballad,2015,2693722,Old Vine Garnacha 2015,3.6,154,8.95,España,Aragón,other
1060,Tempore,2019,4759933,Generacion 73 Garnacha 2019,3.9,209,8.95,España,Bajo Aragón,other
1061,Finca Bacara,2018,7101114,Time Waits For No One 6M 2018,3.9,487,8.95,España,Jumilla,other
1062,R. Raventós,2018,3984450,Costers del Segre 2018,3.7,55,8.95,España,Costers del Segre,other
1063,Bodegas Aragonesas,2020,1168436,Coto de Hayas Garnacha Centenaria 2020,3.7,63,8.95,España,Campo de Borja,other
1064,Canopy,2017,1952604,Castillo de Belarfonso Mentrida 2017,3.8,534,8.95,España,Méntrida,other
1065,Bodegas Valdelana,2019,5527113,AGNVS Tempranillo 2019,3.8,57,8.95,España,Rioja,Rioja
1066,Edetària,2020,1218881,Via Terra Garnatxa Negra 2020,3.5,67,8.95,España,Terra Alta,Catalunya Sul
1067,Muriel,2016,77262,Rioja Reserva 2016,3.7,78,8.95,España,Rioja,Rioja
1068,Divina Proporción,2019,1589025,Madremía 2019,3.8,98,8.95,España,Toro,other
1069,Altos de Rioja,2017,1175298,Altos R Crianza 2017,3.6,182,8.95,España,Rioja,Rioja
1070,Altanza,2016,1557793,Valvarès de Altanza Rioja 2016,3.7,52,8.95,España,Rioja,Rioja
1071,Casa de la Ermita,2018,2161628,Monastrell - Tempranillo - Cabernet Sauvignon Crianza 2018,3.6,37,8.95,España,Jumilla,other
1072,Telmo Rodriguez,2018,63104,Dehesa Gago G 2018,3.6,710,8.95,España,Toro,other
1073,Bodegas Frontonio,2018,3540352,Botijo Rojo Garnacha Tinta 2018,3.6,739,8.95,España,Valdejalón,other
1074,Tridente,2015,1444788,Mencia 2015,3.6,222,8.95,España,Castilla y León,other
1075,Tamaral,2018,1282637,Tempranillo Roble 2018,3.9,653,8.95,España,Ribera del Duero,Ribera del Duero
1076,Tempore,2019,4759901,Generación 76 Tempranillo 2019,3.8,214,8.95,España,Bajo Aragón,other
1077,Hacienda el Ternero,2014,3802842,Torno Crianza 2014,3.6,124,8.95,España,Rioja Alta,other
1078,Finca Sobreno,2016,1136732,Crianza 2016,3.8,511,8.95,España,Toro,other
1079,Balmoral,2018,3776856,Maravides Mediterráneo Tempranillo 2018,3.4,48,8.95,España,Castilla,other
1080,Més Que Paraules,2017,1517240,Red Blend 2017,3.7,256,8.95,España,Cataluña,Catalunya Sul
1081,Cillar de Silos,2019,1633542,Tempranillo Ribera del Duero 2019,3.7,177,8.95,España,Ribera del Duero,Ribera del Duero
1082,Abadal,2019,4314254,Franc 2019,3.6,186,8.95,España,Pla de Bages,other
1083,Lecco,2018,1512791,Roble Ribera del Duero 2018,3.5,42,8.95,España,Ribera del Duero,Ribera del Duero
1084,Bodegas Langa,2018,3794658,Classic 2018,3.8,86,8.95,España,Calatayud,other
1085,Luzon,2018,6366772,Finca Luzón Crianza 2018,3.7,67,8.95,España,Jumilla,other
1086,Borsao Bodegas,2017,7796041,Cabriola 2017,3.9,70,8.95,España,Aragón,other
1087,Hacienda López de Haro,2016,1224522,Crianza 2016,3.6,3145,8.95,España,Rioja,Rioja
1088,Ederra,2016,4827539,Rioja Reserva 2016,3.8,62,8.95,España,Rioja,Rioja
1089,Celler Sabaté,2020,3117019,Mas d'En Bernat 2020,3.5,33,8.95,España,Priorato,Catalunya Sul
1090,Finca Bacara,2019,4431523,Time Waits For No One (Red label) 2019,3.8,376,8.95,España,Jumilla,other
1091,El Grillo y La Luna,2019,1142921,12 Lunas Tinto 2019,3.9,67,8.95,España,Somontano,other
1092,Terra i Vins,2019,1854855,Clos del Gos 2019,3.4,65,8.95,España,Montsant,Catalunya Sul
1093,Tamaral,2019,1282637,Tempranillo Roble 2019,3.8,139,8.95,España,Ribera del Duero,Ribera del Duero
1094,Viñedos y Bodegas Pablo,2017,94602,Menguante Garnacha 2017,3.6,494,8.95,España,Cariñena,Catalunya Sul
1095,Canopy,2019,1952604,Castillo de Belarfonso Mentrida 2019,3.6,59,8.95,España,Méntrida,other
1096,Marques de Tomares,2018,1137848,Rioja Crianza 2018,4.0,204,8.95,España,Rioja,Rioja
1097,Bodegas Olarra,2017,1367561,Cerro Añon Crianza Rioja 2017,3.9,1866,8.95,España,Rioja,Rioja
1098,Pradorey,2019,6936450,10 Meses Barrica 2019,3.6,90,8.95,España,Ribera del Duero,Ribera del Duero
1099,Manuel Manzaneque Suárez,2017,1860918,¡Ea! Tinto 2017,3.8,59,8.95,España,La Mancha,other
1100,Collbaix Celler El Molí,2019,2291141,El Sagal de Collbaix 2019,3.8,53,8.98,España,Pla de Bages,other
1101,Bodegas Piqueras,2016,7760331,El Abuelo Selección Edición Limitada 2016,3.9,164,8.99,España,Almansa,other
1102,Viña Albina,2013,1399070,Gran Reserva 2013,3.9,258,8.99,España,Rioja,Rioja
1103,Vinyes Domenech,2019,1226456,Bancal del Bosc Tinto 2019,3.7,155,8.99,España,Montsant,Catalunya Sul
1104,Vinos del Paseante,2019,2363186,El Pispa Garnatxa 2019,3.8,109,8.99,España,Montsant,Catalunya Sul
1105,Bodem,2018,6900660,Las Margas Garnacha 2018,3.9,293,8.99,España,Aragón,other
1106,Pago Aylés,2020,8076080,Cuesta del Herrero 2020,3.9,87,8.99,España,Aragón,other
1107,Clos Mont-Blanc,2016,3882992,Xipella Tinto 2016,3.8,83,9.0,España,Conca de Barberà,other
1108,Celler Piñol,2015,1206763,Portal Roble (Nuestra Señora) 2015,3.9,58,9.0,España,Tarragona,Catalunya Sul
1109,Bodegas Gratias,2019,6106207,¿Y Tú de Quién Eres? Multivarietal 2019,3.3,286,9.0,España,Manchuela,other
1110,Xenysel,2017,1970636,Xenys Tinto 2017,2.8,144,9.0,España,Jumilla,other
1111,Alemany i Corrió,2018,2878451,El Microscopi 2018,3.8,30,9.0,España,Panadés,other
1112,El Ilusionista,2018,4602142,Joven 2018,3.7,42,9.0,España,Ribera del Duero,Ribera del Duero
1113,Comalats,2019,5440652,Alosa 2019,3.7,34,9.0,España,Costers del Segre,other
1114,La Comarcal,2020,6617576,Delmoro 2020,3.7,117,9.0,España,Valencia,other
1115,Telmo Rodriguez,2018,1210854,Corriente 2018,3.8,315,9.01,España,Rioja,Rioja
1116,Campo Viejo,2011,1163217,Reserva 2011,3.7,6800,9.04,España,Rioja,Rioja
1117,Finca Sobreno,2018,1136732,Crianza 2018,3.7,231,9.05,España,Toro,other
1118,Viña Pomal,2010,1514598,Terruño Centenario Reserva 2010,3.7,694,9.06,España,Rioja,Rioja
1119,Baron de Ley,2016,21584,Rioja Reserva 2016,3.8,4360,9.1,España,Rioja,Rioja
1120,Finca de la Rica,2017,1258041,El Buscador 2017,3.6,62,9.1,España,Rioja,Rioja
1121,Altanza,2015,1557793,Valvarès de Altanza Rioja 2015,3.9,147,9.1,España,Rioja,Rioja
1122,Baron de Ley,2017,21584,Rioja Reserva 2017,3.8,745,9.1,España,Rioja,Rioja
1123,Murviedro,2014,6506072,Audentia Reserva 2014,3.5,58,9.12,España,Valencia,other
1124,Jané Ventura,2016,1992036,Negre Selecció 2016,3.7,47,9.14,España,Panadés,other
1125,Bodegas Virgen de Galir,2017,2057518,Pagos del Galir Mencia 2017,3.7,148,9.15,España,Valdeorras,other
1126,La Vinyeta,2019,3073860,Llavors 2019,4.0,55,9.15,España,Empordà,other
1127,Bodegas Virgen de Galir,2018,2057518,Pagos del Galir Mencia 2018,3.7,176,9.15,España,Valdeorras,other
1128,Telmo Rodriguez,2019,62474,LZ Rioja 2019,3.7,181,9.15,España,Rioja,Rioja
1129,Raimat,2018,5545541,Pirinenca Tempranillo 2018,3.5,88,9.15,España,Cataluña,Catalunya Sul
1130,Espelt,2018,96036,ViDiví 2018,3.7,94,9.15,España,Empordà,other
1131,Parés Baltà,2018,1389015,Mas Elena 2018,3.6,80,9.16,España,Panadés,other
1132,Arzuaga,2019,7936,La Planta 2019,3.8,2040,9.17,España,Ribera del Duero,Ribera del Duero
1133,Miquel Jané,2018,5362141,Syrah 2018,3.4,67,9.2,España,Panadés,other
1134,Estefanía,2017,1546637,Tilenus Envejecido en Roble Bierzo Mencia 2017,3.9,35,9.2,España,Bierzo,other
1135,El Coto,2016,8622,Coto de Imaz Rioja Reserva 2016,3.8,7653,9.2,España,Rioja Alavesa,other
1136,Ostatu,2018,2394298,Rioja Crianza 2018,3.7,191,9.2,España,Rioja Alavesa,other
1137,Bodega Sommos,2018,1235996,Alquez 2018,3.6,60,9.2,España,Calatayud,other
1138,Mas Blanch I Jove,2018,3326797,Petit Saó 2018,3.8,204,9.2,España,Costers del Segre,other
1139,Jordi Miró,2018,2474371,Ennak+ 2018,3.8,26,9.25,España,Terra Alta,Catalunya Sul
1140,Península Vinicultores,2018,7572902,Cebreros Sierra de Gredos 2018,3.5,367,9.25,España,Madrid,other
1141,Península Vinicultores,2018,5261714,Cadalso Sierra de Gredos 2018,3.6,86,9.25,España,Madrid,other
1142,Amor Vins,2018,7526872,Amor de Vida Negre 2018,3.6,30,9.25,España,Conca de Barberà,other
1143,Chivite,2015,6004027,Las Fieles Tempranillo 2015,3.4,33,9.25,España,Navarra,other
1144,Venta del Puerto,2019,1145049,No. 12 Selección Especial 2019,4.1,32,9.25,España,Valencia,other
1145,Venta del Puerto,2018,1145049,No. 12 Selección Especial 2018,4.0,557,9.26,España,Valencia,other
1146,Cérvoles,2018,1127025,Colors Tinto 2018,3.8,265,9.27,España,Costers del Segre,other
1147,Covitoro,2016,1134541,Cañus Verus Viñas Viejas 2016,4.0,123,9.29,España,Toro,other
1148,Finca Sobreno,2019,1231226,Organic Tempranillo 2019,3.4,40,9.3,España,Toro,other
1149,Celler Sabaté,2018,6663538,Martina Tinto 2018,3.7,30,9.3,España,Priorato,Catalunya Sul
1150,Bernavi,2018,7356354,Tres de Tres 2018,3.7,25,9.3,España,Tarragona,Catalunya Sul
1151,Viña Pomal,2013,3674494,Vino Ecológico 2013,3.6,111,9.3,España,Rioja,Rioja
1152,El Grillo y La Luna,2018,1142921,12 Lunas Tinto 2018,3.8,283,9.3,España,Somontano,other
1153,Soto y Manrique,2018,8342240,La Viña de Ayer Garnacha 2018,3.7,78,9.3,España,Castilla y León,other
1154,Vinos del Paseante,2016,2363186,El Pispa Garnatxa 2016,3.7,785,9.3,España,Montsant,Catalunya Sul
1155,Azpilicueta,2017,2026479,Félix Azpilicueta Crianza 2017,3.6,50,9.3,España,Rioja,Rioja
1156,Celler Piñol,2017,2004137,Sa Natura 2017,3.8,127,9.3,España,Terra Alta,Catalunya Sul
1157,Convento Oreja,2019,1269123,Roble 2019,3.8,421,9.3,España,Ribera del Duero,Ribera del Duero
1158,Can Serra dels Exibis,2020,2346768,Exibis 2020,4.0,82,9.31,España,Pla de Bages,other
1159,Casa de la Ermita,2018,2675664,Lunático Monastrell 2018,3.8,73,9.35,España,Jumilla,other
1160,Palomo Cazador,2018,2727716,Roble 2018,3.9,50,9.35,España,Ribera del Duero,Ribera del Duero
1161,Orto Vins,2018,1208363,Orto Tinto 2018,3.8,37,9.35,España,Montsant,Catalunya Sul
1162,Viñedos del Jorco,2017,6527774,Las Cabañuelas Cebreros 2017,3.6,140,9.36,España,Castilla y León,other
1163,Bodega de Bardos,2018,1165618,Romántica Crianza 2018,3.8,449,9.37,España,Ribera del Duero,Ribera del Duero
1164,Bruno Murciano,2019,5565109,L'Alegria Bobal Arcilla 2019,4.0,205,9.38,España,Utiel-Requena,other
1165,Rejadorada,2017,1230030,Novellum 2017,4.0,37,9.38,España,Toro,other
1166,Coca i Fitó,2017,1188572,Jaspi Negre 2017,3.8,476,9.4,España,Montsant,Catalunya Sul
1167,Las Moradas de San Martín,2016,1586637,Senda 2016,3.8,60,9.4,España,Madrid,other
1168,Can Rich,2018,2438995,Yviça Tinto 2018,3.4,28,9.4,España,Ibiza,other
1169,Soto y Manrique,2018,5568811,La Viña de Ayer Cebreros 2018,3.7,40,9.4,España,Castilla y León,other
1170,Proyecto Garnachas de España,2020,1448359,La Garnacha Olvidada de Aragón 2020,3.8,72,9.4,España,Aragón,other
1171,Can Rich,2019,2438995,Yviça Tinto 2019,3.5,25,9.4,España,Ibiza,other
1172,Laus,2013,1130859,Reserva 2013,3.6,187,9.4,España,Somontano,other
1173,Quinta Milú,2020,2030950,Ribera del Duero 2020,3.7,48,9.4,España,Ribera del Duero,Ribera del Duero
1174,Arroyo,2016,1886515,Crianza Tinto 2016,3.7,190,9.4,España,Ribera del Duero,Ribera del Duero
1175,Bodegas Nexus,2018,1943815,One 2018,3.8,306,9.4,España,Ribera del Duero,Ribera del Duero
1176,Gómez Cruzado,2018,1787205,Crianza 2018,3.8,90,9.43,España,Rioja,Rioja
1177,Jané Ventura,2015,6349677,Vinyes Negres 2015,3.8,72,9.44,España,Panadés,other
1178,Bodegas Frontonio,2015,3833563,Botijo Rojo Garnacha Viñas Viejas 2015,3.7,166,9.45,España,Valdejalón,other
1179,Habla,2020,1250095,Silencio 2020,3.9,282,9.45,España,Extremadura,other
1180,Bernabeleva,2019,1240180,Camino de Navaherreros 2019,3.8,144,9.45,España,Madrid,other
1181,Dominio de Atauta,2017,1171697,Atalayas de Golbán Ribera del Duero Crianza 2017,3.8,157,9.45,España,Ribera del Duero,Ribera del Duero
1182,Diez Caballero,2018,1514638,Tempranillo Crianza 2018,3.5,62,9.45,España,Rioja,Rioja
1183,Mas Candi,2018,1580101,Les Forques Negre 2018,3.8,38,9.45,España,Panadés,other
1184,El Vino Pródigo,2017,2417698,La Vina de La Merce Crianza 2017,3.7,44,9.45,España,Rioja,Rioja
1185,AT Roca,2019,2302992,Sileo 2019,3.9,152,9.45,España,Montsant,Catalunya Sul
1186,Valserrano,2017,1843806,Rioja Crianza 2017,3.9,145,9.45,España,Rioja,Rioja
1187,Gutiérrez de la Vega,2018,3591935,Ulises Tinto 2018,3.5,29,9.45,España,Alicante,other
1188,Dehesa del Carrizal,2018,1552223,MV 2018,3.6,49,9.45,España,Dehesa del Carrizal,other
1189,El Coto,2015,8622,Coto de Imaz Rioja Reserva 2015,3.8,10298,9.48,España,Rioja Alavesa,other
1190,Alceño,2016,1401704,Organic Monastrell Jumilla 2016,3.7,146,9.48,España,Jumilla,other
1191,Mas Blanch I Jove,2019,3326797,Petit Saó 2019,3.7,27,9.49,España,Costers del Segre,other
1192,Lerma,2017,1528858,Crianza Tinto 2017,3.7,57,9.5,España,Arlanza,other
1193,Viña Ijalba,2018,98246,Crianza 2018,4.0,199,9.5,España,Rioja,Rioja
1194,Alta Pavina,2018,2737218,Pinot Noir - Tempranillo 2018,3.6,28,9.5,España,Castilla y León,other
1195,Finca Los Aljibes,2017,1147901,Red 2017,3.5,36,9.5,España,Castilla,other
1196,Proyecto Garnachas de España,2018,1448359,La Garnacha Olvidada de Aragón 2018,3.8,202,9.5,España,Aragón,other
1197,Bodegas Piqueras,2014,1563327,Castillo de Almansa Selección 2014,3.8,41,9.5,España,Almansa,other
1198,Soto y Manrique,2017,5568811,La Viña de Ayer Cebreros 2017,3.3,56,9.5,España,Castilla y León,other
1199,Viña Pomal,2018,3674494,Vino Ecológico 2018,3.5,205,9.5,España,Rioja,Rioja
1200,MontRubí,2020,1194068,Black 2020,3.9,104,9.5,España,Panadés,other
1201,Pazos del Rey,2018,4086039,Pazo de Monterrey Mencìa 2018,3.8,42,9.5,España,Monterrei,other
1202,Pla de Morei,2019,7684151,Filigrana Tinto 2019,3.6,26,9.5,España,Cataluña,Catalunya Sul
1203,Molí dels Capellans,2018,2926962,Atrepat Trepat 2018,3.5,75,9.5,España,Conca de Barberà,other
1204,Dominio de Cair,2018,1939184,Cair Cuvée 2018,3.8,759,9.5,España,Ribera del Duero,Ribera del Duero
1205,Huerta de Albala,2018,1128204,Barbazul Tinto 2018,3.7,582,9.5,España,Cádiz,other
1206,Viña Olabarri,2016,2142465,Bikandi Crianza 2016,3.3,951,9.5,España,Rioja,Rioja
1207,Arnaiz,2018,1136608,Ribera del Duero Crianza 2018,3.5,69,9.5,España,Ribera del Duero,Ribera del Duero
1208,Viña Sastre,2019,736586,Ribera del Duero Roble 2019,3.8,453,9.5,España,Ribera del Duero,Ribera del Duero
1209,Alvar de Dios,2020,3528343,Tio Uco 2020,3.8,67,9.5,España,Toro,other
1210,Gran Feudo,2012,1441674,Viñas Viejas Reserva 2012,3.6,144,9.5,España,Navarra,other
1211,Arnegui,2013,1203193,Reserva Rioja 2013,3.9,351,9.5,España,Rioja,Rioja
1212,Hacienda López de Haro,2015,1868658,Reserva 2015,3.8,2187,9.5,España,Rioja,Rioja
1213,Bodegas Nexus,2019,1943815,One 2019,3.6,46,9.5,España,Ribera del Duero,Ribera del Duero
1214,Pasión,2017,1183276,Bobal 2017,3.8,417,9.5,España,Utiel-Requena,other
1215,Basagoiti,2017,76652,Rioja 2017,3.5,95,9.5,España,Rioja,Rioja
1216,Laderas de Montejurra,2018,1188530,Emilio Valerio 2018,3.8,48,9.5,España,Navarra,other
1217,Telmo Rodriguez,2016,63114,Valdeorras Mencia Gaba do Xil 2016,3.4,260,9.5,España,Valdeorras,other
1218,Málaga Virgen,2018,1992508,Pernales Syrah 2018,3.7,66,9.5,España,Sierras de Málaga,other
1219,Enrique Mendoza,2019,1542218,Pinot Noir Alicante 2019,3.5,49,9.5,España,Alicante,other
1220,Vinos a Tresbolillo,2018,4162384,Trompo 2018,3.8,160,9.5,España,Ribera del Duero,Ribera del Duero
1221,Finca de los Arandinos,2016,1186678,Crianza 2016,4.0,67,9.5,España,Rioja,Rioja
1222,Mas de l'Abundància,2019,3032176,He Ma 2019,3.6,66,9.5,España,Montsant,Catalunya Sul
1223,Dominio de Atauta,2018,5257243,La Celestina Crianza 2018,4.0,93,9.5,España,Ribera del Duero,Ribera del Duero
1224,Bodega Elias Mora,2019,1163612,Toro 2019,4.0,44,9.5,España,Toro,other
1225,Abadal,2018,8316702,Matís 2018,3.7,28,9.5,España,Pla de Bages,other
1226,Casa Rojo,2019,4159301,Musso Merlot 2019,3.2,44,9.53,España,Castilla,other
1227,Gómez Cruzado,2018,1459380,Vendimia Seleccionada 2018,3.7,222,9.54,España,Rioja,Rioja
1228,La Vinyeta,2018,3073860,Llavors 2018,3.9,117,9.55,España,Empordà,other
1229,Empordàlia,2018,3006718,Balmeta Empordà 2018,3.8,38,9.6,España,Empordà,other
1230,Batlliu de Sort,2019,6328686,Salvavides Conca de Tremp 2019,3.7,52,9.6,España,Costers del Segre,other
1231,Viña Pedrosa,2017,1139124,Cepa Gavilán Crianza Ribera del Duero 2017,3.9,694,9.61,España,Ribera del Duero,Ribera del Duero
1232,Viña Pomal,2017,5516299,Selección 500 Crianza 2017,4.0,88,9.62,España,Rioja,Rioja
1233,Baltasar Gracián,2019,4405660,El Héroe Garnacha Viñas Viejas 2019,3.9,102,9.64,España,Aragón,other
1234,L'Olivera,2018,1726419,Naltres 2018,3.8,46,9.65,España,Costers del Segre,other
1235,Bàrbara Forés,2018,1283559,Negre 2018,3.7,83,9.65,España,Terra Alta,Catalunya Sul
1236,Borsao Bodegas,2017,1147887,Berola 2017,4.1,342,9.65,España,Campo de Borja,other
1237,Yllera,2015,1136769,Vendimia Seleccionada 2015,3.8,154,9.65,España,Castilla y León,other
1238,Campillo,2016,1207136,Crianza Rioja 2016,3.7,745,9.67,España,Rioja,Rioja
1239,Bodegas del Muni,2015,1213318,Corpus del Muni Lucia Selección Tempranillo 2015,3.6,94,9.67,España,Castilla,other
1240,Gutiérrez de la Vega,2016,3591935,Ulises Tinto 2016,3.6,90,9.7,España,Alicante,other
1241,Castillo de Monjardin,2018,98918,Deyo Merlot de Autor 2018,3.7,28,9.7,España,Navarra,other
1242,Can Ràfols dels Caus,2016,2133148,Terraprima Negre 2016,3.5,82,9.7,España,Panadés,other
1243,Albet i Noya,2019,79853,Lignum Penedès 2019,3.8,79,9.7,España,Panadés,other
1244,Raúl Pérez,2019,1725394,La Clave 2019,3.9,82,9.7,España,Bierzo,other
1245,Viña Olabarri,2018,2142465,Bikandi Crianza 2018,3.5,38,9.7,España,Rioja,Rioja
1246,Viña Pomal,2018,5516299,Selección 500 Crianza 2018,3.9,45,9.72,España,Rioja,Rioja
1247,Castillo de Monjardin,2018,2830262,El Cerezo Pinot Noir (Old Vines) 2018,3.7,78,9.72,España,Navarra,other
1248,7 Magnífics,2018,5151267,Rebels de Batea Tinto 2018,3.7,254,9.72,España,Terra Alta,Catalunya Sul
1249,Bodegas Faustino,2014,1386795,V Reserva 2014,3.8,2494,9.74,España,Rioja,Rioja
1250,Vinos a Tresbolillo,2015,4162384,Trompo 2015,3.6,118,9.75,España,Ribera del Duero,Ribera del Duero
1251,Bodegas Cosme Palacio,2016,2328702,Glorioso Rioja Reserva 2016,3.8,313,9.75,España,Rioja,Rioja
1252,El Vínculo,2017,7586997,Crianza 2017,4.0,399,9.75,España,La Mancha,other
1253,Cepa 21,2020,1147670,Hito 2020,4.0,355,9.75,España,Ribera del Duero,Ribera del Duero
1254,Luis Cañas,2018,86878,Crianza 2018,3.7,100,9.75,España,Rioja,Rioja
1255,Acontia,2019,1725894,6 Meses 2019,4.0,54,9.75,España,Ribera del Duero,Ribera del Duero
1256,Luis Alegre,2018,1200035,Rioja Crianza 2018,3.9,120,9.75,España,Rioja,Rioja
1257,Viña Bujanda,2015,1587421,Rioja Reserva 2015,3.9,54,9.75,España,Rioja,Rioja
1258,Bodegas Cosme Palacio,2017,2328702,Glorioso Rioja Reserva 2017,4.1,42,9.75,España,Rioja,Rioja
1259,Bodegas Franco-Españolas,2015,1100350,Rioja Bordón Reserva 2015,3.9,366,9.75,España,Rioja,Rioja
1260,Telmo Rodriguez,2020,1635436,Gazur 2020,3.6,64,9.75,España,Ribera del Duero,Ribera del Duero
1261,Huguet de Can Feixes,2019,1224820,Negre Selecció 2019,3.7,27,9.75,España,Panadés,other
1262,7 Magnífics,2019,5151267,Rebels de Batea Tinto 2019,3.5,39,9.75,España,Terra Alta,Catalunya Sul
1263,El Coto,2018,8188993,875m Finca Carbonera Tinta di Altura Tempranillo 2018,3.6,148,9.75,España,Rioja,Rioja
1264,Murviedro,2017,6673810,Sericis Cepas Viejas Bobal 2017,4.0,500,9.76,España,Utiel-Requena,other
1265,Mustiguillo,2018,99554,Mestizaje Tinto 2018,3.8,486,9.78,España,El Terrerazo,other
1266,Marqués de Griñon,2016,1153733,Caliza 2016,3.8,130,9.79,España,Dominio de Valdepusa,other
1267,Pinord,2016,13068,Chateldon Reserva Cabernet Sauvignon 2016,3.9,168,9.79,España,Panadés,other
1268,Dominio de Longaz,2010,4491688,Crianza 2010,3.4,42,9.8,España,Cariñena,Catalunya Sul
1269,Proelio,2017,3270062,Crianza 2017,3.9,64,9.8,España,Rioja,Rioja
1270,Màquina y Tabla,2019,7118318,El Oso y La Alemana Tinto 2019,4.0,82,9.8,España,Toro,other
1271,Maquiavelo,2015,7830728,Crianza 2015,4.1,33,9.8,España,Jumilla,other
1272,Parés Baltà,2019,1389015,Mas Elena 2019,3.7,31,9.8,España,Panadés,other
1273,Espelt,2019,2402040,Sol i Vent 2019,3.6,137,9.8,España,Empordà,other
1274,Casa De Si,2015,3797139,El Pablito Tinto 2015,3.9,96,9.8,España,Calatayud,other
1275,Alfredo Maestro,2017,5445061,El Rey del Glam 2017,3.8,72,9.8,España,Castilla y León,other
1276,La Legua,2016,9105684,Parcela La Escuadra Garnacha 2016,3.4,29,9.8,España,Cigales,other
1277,8.0.1,N.V.,1393973,Edición Limitada N.V.,3.8,623,9.8,España,Cariñena,Catalunya Sul
1278,Bruno Murciano,2019,7715732,Las Tintas 2019,3.6,48,9.8,España,Valencia,other
1279,Orto Vins,2019,1208363,Orto Tinto 2019,3.7,27,9.8,España,Montsant,Catalunya Sul
1280,Martí Fabra,2018,1177010,Selecció Vinyes Velles Empordà 2018,4.1,239,9.8,España,Empordà,other
1281,Vinos del Paseante,2016,2327726,La Escucha Mencia 2016,3.4,97,9.83,España,Bierzo,other
1282,El Coto,2017,8622,Coto de Imaz Rioja Reserva 2017,3.8,2384,9.84,España,Rioja Alavesa,other
