index,Winery,Year,Wine ID,Wine,Rating,num_review,price,Country,Region,Selected_region
775,Alta Alella,2020,4084668,GX 2020,3.7,102,7.9,España,Alella,other
777,Casa Castillo,2019,77245,Monastrell 2019,3.7,202,7.9,España,Jumilla,other
778,Miquel Oliver,2015,1610778,Mont Ferrutx 2015,3.7,52,7.9,España,Plà i Llevant,other
780,Alan de Val,2019,1475211,Mencía 2019,3.6,38,7.9,España,Valdeorras,other
781,Carlos Valero,N.V.,2003999,Heredad X N.V.,3.6,211,7.9,España,Cariñena,Catalunya Sul
782,Bodega Luzdivina Amigo,2019,1729740,Viñademoya Centenaria Mencía Crianza 2019,3.8,124,7.9,España,Bierzo,other
783,Winery Arts,2016,1202716,Squared Three (Tres al Cuadrado) 2016,3.6,66,7.9,España,Ribera del Queiles,other
784,La Mejorada,2018,1258736,Villalar 2018,3.5,45,7.9,España,Castilla y León,other
785,Obalo,2018,2358820,La Tarara 2018,4.0,236,7.9,España,Rioja,Rioja
786,Jordi Oliver Conti,2017,4444796,Petardo 2017,3.5,42,7.9,España,Empordà,other
787,Tomàs Cusiné,2019,1244278,Llebre 2019,3.7,120,7.9,España,Costers del Segre,other
788,El Grillo y La Luna,2020,1605256,12 Lunas Garnacha 2020,3.8,30,7.9,España,Somontano,other
789,Hermanos Peciña,2019,1146400,Señorío de P. Peciña Cosecha Tinto 2019,3.6,163,7.9,España,Rioja,Rioja
790,Ramón Bilbao,2018,77021,Crianza Rioja 2018,3.9,2373,7.9,España,Rioja,Rioja
791,Can Blau,2019,1100804,Can Blau 2019,3.8,36,7.9,España,Montsant,Catalunya Sul
792,Vizar,2018,5008601,Barrica 2018,3.8,124,7.9,España,Castilla y León,other
793,Tomàs Cusiné,2016,1244278,Llebre 2016,3.6,223,7.93,España,Costers del Segre,other
794,Valdubon,2019,1274353,Ribera del Duero Roble 2019,3.6,394,7.94,España,Ribera del Duero,Ribera del Duero
795,Casa Rojo,2019,7803840,Las Viñas Bastardas 2019,3.8,56,7.94,España,Vino de España,other
796,Carlos Moro,2016,4544612,Oinoz Tempranillo Crianza 2016,3.9,504,7.94,España,Rioja,Rioja
797,Vina Herminia,2018,1647057,Rioja Excelsus 2018,3.7,96,7.94,España,Rioja,Rioja
798,Bodega Sommos,2017,1235996,Alquez 2017,3.8,99,7.95,España,Calatayud,other
799,Viña Zorzal,2018,5789007,El Inquilino 2018,3.4,32,7.95,España,Rioja,Rioja
800,Zuazo Gaston,2017,1162868,Crianza 2017,3.6,317,7.95,España,Rioja,Rioja
801,Batán de Salas de Beroz,2015,2464969,Merlot 2015,3.7,81,7.95,España,Somontano,other
802,Valdubon,2018,1274353,Ribera del Duero Roble 2018,3.6,773,7.95,España,Ribera del Duero,Ribera del Duero
803,Tarsus,2019,1216385,Ribera del Duero Roble 2019,3.4,135,7.95,España,Ribera del Duero,Ribera del Duero
804,Marco Abella,2018,6161614,Olbieta Negre 2018,3.4,219,7.95,España,Cataluña,Catalunya Sul
805,Corona de Aragón,2014,3273047,Reserva 2014,3.5,90,7.95,España,Cariñena,Catalunya Sul
806,Azpilicueta,2018,1822301,Crianza 2018,3.8,46,7.95,España,Rioja,Rioja
807,Marqués de la Concordia,2018,1153105,Crianza Rioja 2018,3.7,42,7.95,España,Rioja,Rioja
808,Bodega Otto Bestué,2017,1201169,Finca Rableros 2017,3.8,97,7.95,España,Somontano,other
809,Bo,2017,1206516,Bobal Único 2017,3.7,1084,7.95,España,Utiel-Requena,other
810,Finca Valpiedra,2017,74424,Rioja Cantos de Valpiedra 2017,3.7,127,7.95,España,Rioja,Rioja
811,César Principe,2018,1186752,13 Cántaros Nicolás 2018,3.8,135,7.95,España,Cigales,other
812,Puerta Vieja,2017,1399528,Reserva 2017,3.8,58,7.95,España,Rioja,Rioja
813,Wine Side Story,2019,3729885,Fulanito Tinto 2019,3.5,37,7.95,España,Ribera del Duero,Ribera del Duero
814,Comunica,2019,6500189,Vi Del Mas 2019,3.7,255,7.95,España,Montsant,Catalunya Sul
815,Traslascuestas,2018,1225578,Roble 2018,3.7,357,7.95,España,Ribera del Duero,Ribera del Duero
816,Casa Ritas,2018,5734360,Patrimonio Monastrell 2018,3.6,47,7.95,España,Alicante,other
817,Maguila,2018,1719686,Angelitos Negros Toro 2018,3.7,300,7.95,España,Toro,other
818,Enate,2016,9056,Tempranillo - Cabernet Sauvignon Crianza 2016,3.8,1045,7.95,España,Somontano,other
819,Valdesil,2017,1235672,Valderroa Mencia 2017,3.6,117,7.95,España,Valdeorras,other
820,Monasterio de Las Vinas,2012,1104850,Gran Reserva 2012,3.7,150,7.95,España,Cariñena,Catalunya Sul
821,Izadi,2019,8899930,Larrosa Negra 2019,3.5,125,7.95,España,Rioja,Rioja
822,Huguet de Can Feixes,2018,1224820,Negre Selecció 2018,3.6,138,7.95,España,Panadés,other
823,Dios Ares,2012,1204852,Crianza 2012,3.5,592,7.95,España,Rioja,Rioja
824,Fuentespina,2019,3409228,7 Meses 2019,3.9,134,7.95,España,Ribera del Duero,Ribera del Duero
825,Bodega Verde,2019,8871217,Tinto 2019,3.8,76,7.95,España,Cariñena,Catalunya Sul
826,Bodega Pirineos,2017,1110223,Principio Moristel 2017,3.7,115,7.95,España,Somontano,other
827,Celler del Roure,2019,2477371,Vermell 2019,3.5,302,7.95,España,Valencia,other
829,Singulares,2019,2684098,El Veïnat Garnatxa Montsant 2019,3.8,123,7.95,España,Montsant,Catalunya Sul
830,Castell del Remei,2018,1616,Gotim Bru 2018,3.7,821,7.95,España,Costers del Segre,other
831,Alfredo Maestro,2019,1423567,Almate 2019,3.6,66,7.95,España,Castilla y León,other
832,Pinord,2015,1171843,Clos de Torribas Penedès Reserva Tempranillo 2015,3.9,582,7.95,España,Panadés,other
833,Tamaral,2020,1282637,Tempranillo Roble 2020,3.8,27,7.95,España,Ribera del Duero,Ribera del Duero
834,Viña Albina,2017,1194190,Reserva 2017,3.7,435,7.95,España,Rioja,Rioja
835,Enate,2017,9056,Tempranillo - Cabernet Sauvignon Crianza 2017,3.8,540,7.95,España,Somontano,other
836,Valderiz,2020,10026075,Sitio de Valdehermoso 2020,3.8,146,7.95,España,Ribera del Duero,Ribera del Duero
837,Telmo Rodriguez,2019,1635436,Gazur 2019,3.6,255,7.96,España,Ribera del Duero,Ribera del Duero
838,Terrai,2019,2321919,OVG Old Vine Garnacha 2019,3.7,60,7.96,España,Cariñena,Catalunya Sul
839,Bodegas Exopto,2020,1706640,Bozeto de Exopto Tinto 2020,3.9,87,7.97,España,Rioja,Rioja
840,Viña Otano,2015,1148680,Reserva 2015,4.0,74,7.99,España,Rioja,Rioja
841,Ilurce,2019,5608861,Angel Garnacha Rioja 2019,4.1,119,7.99,España,Rioja,Rioja
842,Pasión,2019,1183276,Bobal 2019,3.6,127,7.99,España,Utiel-Requena,other
843,Berceo,2014,2376803,Reserva 2014,3.8,49,7.99,España,Rioja,Rioja
844,Bodegas Valdelana,2018,1583264,Barón Ladrón de Guevara Crianza 2018,3.8,28,8.0,España,Rioja,Rioja
845,Vinedos Escudero,2016,1198294,Solar de Becquer Crianza 2016,3.8,67,8.0,España,Rioja,Rioja
846,Torre de Oña,2017,1403094,Finca San Martin Rioja Crianza 2017,3.8,1178,8.03,España,Rioja,Rioja
847,Bodegas Tionio,2018,76651,Austum 2018,3.6,501,8.03,España,Ribera del Duero,Ribera del Duero
848,Luberri,2018,1501633,Biga de Luberri Crianza 2018,3.7,178,8.04,España,Rioja,Rioja
849,Sant Josep,2017,1469251,Llàgrimes de Tardor Criança 2017,3.7,249,8.05,España,Terra Alta,Catalunya Sul
850,Celler de Capçanes,2018,5624884,Mas Collet Selecció 2018,3.8,328,8.05,España,Montsant,Catalunya Sul
851,Mengoba,2020,1610845,Brezo Mencía 2020,3.8,100,8.1,España,Bierzo,other
852,Vetus,2018,1211850,Flor de Vetus 2018,4.0,139,8.1,España,Toro,other
853,Espelt,2019,96036,ViDiví 2019,3.8,33,8.1,España,Empordà,other
854,Fariña,2018,7136762,Lágrima 2018,3.8,116,8.1,España,Toro,other
855,Bodegas Valdelana,2019,2132972,Barón Ladrón de Guevara Cosecha 2019,3.7,83,8.1,España,Rioja,Rioja
856,Raimat,2018,4991062,Boira Garnatxa Negra 2018,3.5,54,8.1,España,Cataluña,Catalunya Sul
857,Valtravieso,2019,4950148,Finca Santa Maria 2019,3.7,567,8.1,España,Ribera del Duero,Ribera del Duero
858,Ayuso,2014,1138131,Estola Gran Reserva 2014,3.8,82,8.11,España,Castilla,other
859,Arzuaga,2020,7936,La Planta 2020,3.7,448,8.12,España,Ribera del Duero,Ribera del Duero
860,Murviedro,2017,6590318,Sericis Cepas Viejas Monastrell 2017,4.2,524,8.15,España,Valencia,other
861,Comunica,2020,6500189,Vi Del Mas 2020,3.5,60,8.15,España,Montsant,Catalunya Sul
862,Alvear,2019,5494925,Palacio Quemado Vendimia Seleccionada 2019,3.6,62,8.16,España,Extremadura,other
863,Huerta de Albala,2019,1128204,Barbazul Tinto 2019,3.5,43,8.17,España,Cádiz,other
864,Rigau Ros,2015,7447632,Reserva 2015,4.0,92,8.17,España,Empordà,other
865,Vivanco,2018,2327297,Crianza Rioja 2018,3.8,191,8.18,España,Rioja,Rioja
866,Teso La Monja,2018,1239828,Románico 2018,3.7,297,8.19,España,Toro,other
867,Bodegas Aragonesas,2015,5662074,Coto de Hayas Viñas del Cierzo 2015,3.8,98,8.2,España,Campo de Borja,other
868,Cellers d'en Guilla,2017,1467082,Rec de Brau 2017,3.6,27,8.2,España,Empordà,other
869,Singulares,2018,1228702,Entrelobos Tinto Fino Ribera del Duero 2018,3.5,171,8.2,España,Ribera del Duero,Ribera del Duero
870,El Regajal,2017,1276543,Las Retamas del Regajal 2017,3.8,277,8.2,España,Madrid,other
871,Alcorta,2011,1864385,Marques de Villamagna Crianza 2011,3.5,29,8.21,España,Rioja,Rioja
872,Mas Llunes,2018,1408179,Cercivm 2018,3.9,239,8.22,España,Empordà,other
873,Estancia Piedra,2020,5903145,Natural 2020,3.8,34,8.24,España,Toro,other
874,3 Ases,2019,1587145,Roble 2019,3.9,45,8.25,España,Ribera del Duero,Ribera del Duero
875,Gallina de Piel,2018,7352652,Mimetic 2018,3.8,243,8.25,España,Calatayud,other
876,Ferratus,2018,4781778,Ferratus AØ 2018,3.7,86,8.25,España,Ribera del Duero,Ribera del Duero
877,Hacienda el Ternero,2016,3802842,Torno Crianza 2016,3.6,39,8.25,España,Rioja Alta,other
878,Dehesa de Luna,2018,5647607,Orígenes 2018,3.9,121,8.25,España,Castilla y León,other
879,Bodegas Frontonio,2020,3540352,Botijo Rojo Garnacha Tinta 2020,3.7,113,8.25,España,Valdejalón,other
880,Valdesil,2018,1235672,Valderroa Mencia 2018,3.9,27,8.25,España,Valdeorras,other
881,Celler de Capçanes,2019,5624884,Mas Collet Selecció 2019,3.7,117,8.25,España,Montsant,Catalunya Sul
882,Valtravieso,2020,4950148,Finca Santa Maria 2020,3.8,133,8.25,España,Ribera del Duero,Ribera del Duero
883,Bodegas Valdemar,2017,15487,Conde de Valdemar Crianza 2017,3.8,92,8.25,España,Rioja,Rioja
884,Bodegas Exopto,2019,1706640,Bozeto de Exopto Tinto 2019,3.7,371,8.25,España,Rioja,Rioja
885,Gallina de Piel,2020,7352652,Mimetic 2020,3.7,60,8.25,España,Calatayud,other
886,Cillar de Silos,2020,1633542,Tempranillo Ribera del Duero 2020,3.7,168,8.25,España,Ribera del Duero,Ribera del Duero
887,Leyenda del Páramo,2018,1315997,El Aprendiz Tinto 2018,3.6,30,8.25,España,Tierra de León,other
888,Gallina de Piel,2019,7352652,Mimetic 2019,3.8,342,8.25,España,Calatayud,other
889,D. Mateos,2019,5086607,Insolente Graciano 2019,3.8,135,8.25,España,Rioja,Rioja
890,Comenge,2020,3584054,Biberius 2020,3.8,184,8.25,España,Ribera del Duero,Ribera del Duero
891,Ébano,2018,1656007,6 Tinto 2018,3.4,74,8.27,España,Ribera del Duero,Ribera del Duero
892,Tarsus,2018,1216385,Ribera del Duero Roble 2018,3.5,403,8.28,España,Ribera del Duero,Ribera del Duero
893,Telmo Rodriguez,2020,62474,LZ Rioja 2020,3.5,37,8.29,España,Rioja,Rioja
894,Señorío de Sarria,2014,2118779,Vinedo Sotes Crianza 2014,3.6,44,8.3,España,Navarra,other
895,Monte Real,2018,1264764,Crianza 2018,3.7,464,8.3,España,Rioja,Rioja
896,Els Vinyerons,2019,4462873,Saltamarti 2019,3.6,326,8.3,España,Panadés,other
897,Huerta de Albala,2017,1128204,Barbazul Tinto 2017,3.7,837,8.3,España,Cádiz,other
898,Pago del Cielo,2019,1181892,Celeste Roble 2019,3.7,1306,8.32,España,Ribera del Duero,Ribera del Duero
899,Dehesa La Granja,2018,1152838,Tinto 2018,3.8,89,8.35,España,Castilla y León,other
900,Mas Foraster,2019,2367450,Josep Foraster Les Gallinetes 2019,3.4,44,8.35,España,Conca de Barberà,other
901,Bodega Pirineos,2019,1110223,Principio Moristel 2019,3.8,148,8.36,España,Somontano,other
902,Vizcarra,2019,1633909,Ribera del Duero Senda del Oro 2019,3.8,378,8.36,España,Ribera del Duero,Ribera del Duero
903,Bodegas Javier San Pedro Ortega,2018,2410648,Viuda Negra Crianza 2018,3.7,76,8.38,España,Rioja,Rioja
904,Peique,2018,1138245,Ramón Valle Mencia Crianza 2018,3.7,465,8.4,España,Bierzo,other
905,Martinez Lacuesta,2018,1117356,Rioja Crianza 2018,3.8,70,8.4,España,Rioja,Rioja
906,Mas Comtal,2018,1203695,Negre d'Anyada 2018,3.5,27,8.4,España,Cataluña,Catalunya Sul
907,El Coto,2016,6345514,Crianza Garnacha 2016,3.8,252,8.4,España,Rioja,Rioja
908,Estones,2020,2309496,Petites Tinto 2020,3.7,81,8.4,España,Montsant,Catalunya Sul
909,Emilio Moro,2020,1154044,Finca Resalso 2020,3.8,988,8.4,España,Ribera del Duero,Ribera del Duero
910,Attis,2020,9534126,Sangarida Mencía 2020,3.7,43,8.4,España,Bierzo,other
911,La Dansada,2019,8667127,Garnatxa Negra 2019,3.8,31,8.4,España,Terra Alta,Catalunya Sul
912,Celler Xavier Clua,2018,2373181,Mas d'en Pol Red 2018,3.3,38,8.4,España,Terra Alta,Catalunya Sul
913,Protos,2019,1132737,Roble 2019,3.8,3347,8.43,España,Ribera del Duero,Ribera del Duero
914,Ostatu,2017,2394298,Rioja Crianza 2017,3.8,293,8.44,España,Rioja Alavesa,other
915,Cruz de Alba,2018,1266142,Lucero del Alba Ribera del Duero 2018,3.6,90,8.45,España,Ribera del Duero,Ribera del Duero
916,Pasión,2019,6203091,Monastrell 2019,3.9,30,8.45,España,Utiel-Requena,other
917,Barahonda,2018,15713,Barrica Tinto (Monastrell - Syrah) 2018,3.8,255,8.45,España,Yecla,other
918,Vendrell Rived,2019,2710489,Serè 2019,3.7,110,8.45,España,Montsant,Catalunya Sul
919,Pata Negra,2016,1941916,Rioja Reserva 2016,3.2,62,8.45,España,Rioja,Rioja
920,Els Vinyerons,2020,4462873,Saltamarti 2020,3.6,65,8.45,España,Panadés,other
921,Marqués de Riscal,2017,1282180,Riscal Tempranillo 2017,3.5,1911,8.45,España,Castilla y León,other
922,Monteabellon,2014,1232403,A Cappela Crianza 2014,3.6,35,8.45,España,Ribera del Duero,Ribera del Duero
923,Marqués de Valdueza,2018,1376955,Valdueza 2018,3.7,66,8.45,España,Extremadura,other
924,Bodegas Cosme Palacio,2017,5545219,Glorioso Selección Especial 100 Años Aniversario 2017,3.9,822,8.45,España,Rioja,Rioja
925,Ramón Bilbao,2017,77021,Crianza Rioja 2017,4.0,13575,8.45,España,Rioja,Rioja
926,Losada,2019,1382518,El Pajaro Rojo Mencia 2019,3.9,357,8.48,España,Bierzo,other
927,Enrique Mendoza,2018,1542218,Pinot Noir Alicante 2018,3.7,208,8.49,España,Alicante,other
928,Canopy,2018,1952604,Castillo de Belarfonso Mentrida 2018,3.8,167,8.49,España,Méntrida,other
929,Castillo de Aresan,2018,7626630,Terruño 2018,4.1,109,8.49,España,Castilla,other
930,Finca La Solana,2017,6949850,Las Hermanas Crianza 2017,3.7,41,8.49,España,Jumilla,other
931,Legaris,2018,1134266,Ribera del Duero Roble 2018,3.6,1674,8.49,España,Ribera del Duero,Ribera del Duero
932,Paco Garcia,2019,1225314,Seis 2019,3.5,41,8.49,España,Rioja,Rioja
933,De Muller,2017,1218255,Cabernet Sauvignon 2017,3.4,27,8.5,España,Tarragona,Catalunya Sul
934,Munia,2019,1230414,Roble 2019,3.8,36,8.5,España,Toro,other
935,Paco Garcia,2017,1225314,Seis 2017,3.4,137,8.5,España,Rioja,Rioja
936,Jorge Navascues,2018,8057782,Cutio Vendimia Seleccionada Garnacha 2018,3.7,971,8.5,España,Cariñena,Catalunya Sul
937,Sospechoso,2017,1371436,Tinto 2017,3.6,74,8.5,España,Castilla,other
938,Bodegas Care,2019,6854821,Garnacha Nativa Viñas Viejas 2019,3.9,112,8.5,España,Cariñena,Catalunya Sul
939,Vivanco,2017,2327297,Crianza Rioja 2017,3.8,402,8.5,España,Rioja,Rioja
940,Vinya l'Hereu,2010,1236654,Petit Grealò Sero 2010,3.5,123,8.5,España,Costers del Segre,other
941,Corona de Aragón,2016,3273047,Reserva 2016,3.5,43,8.5,España,Cariñena,Catalunya Sul
942,Ébano,2019,1656007,6 Tinto 2019,3.8,60,8.5,España,Ribera del Duero,Ribera del Duero
943,Sumarroca,2019,1425545,Temps de Fruits 2019,3.8,26,8.5,España,Panadés,other
944,Castillo de Albai,2016,2279717,Reserva Rioja 2016,3.6,461,8.5,España,Rioja,Rioja
945,Señorío de Sarria,2015,1630232,Reserva 2015,4.1,72,8.5,España,Navarra,other
946,Munia,2018,1230414,Roble 2018,3.8,176,8.5,España,Toro,other
947,Pago de Cirsus,2019,2491445,Vendimia Seleccionada 2019,3.8,114,8.5,España,Navarra,other
948,Marqués de Cáceres,2017,2268061,Excellens Cuvée Especial Rioja 2017,3.9,245,8.5,España,Rioja,Rioja
949,Félix Solís,2015,1823360,Viña Albali Reserva 2015,3.4,3458,8.5,España,Valdepeñas,other
950,Bodega Cerrón,2018,4265252,Remordimiento Tinto 2018,3.9,299,8.5,España,Jumilla,other
951,Celler Bellaserra,2018,5609174,Benplantat Selecció 2018,3.4,49,8.5,España,Cataluña,Catalunya Sul
952,Izadi,2018,77812,Crianza 2018,3.9,157,8.5,España,Rioja,Rioja
953,Dehesa del Carrizal,2017,1552223,MV 2017,3.8,195,8.5,España,Dehesa del Carrizal,other
954,Hacienda López de Haro,2016,1868658,Reserva 2016,3.8,657,8.5,España,Rioja,Rioja
955,Santa María de Nogueira,2016,2673839,Bacelo dos Condes Mencia 2016,3.1,34,8.5,España,Ribeira Sacra,other
956,Barbadillo,2019,4544339,Quãdis Crianza Cadiz 2019,3.9,72,8.5,España,Cádiz,other
957,Finca Bacara,2019,7101114,Time Waits For No One 6M 2019,3.7,33,8.5,España,Jumilla,other
958,Beronia,2019,2177380,Rioja Tempranillo Ecológico 2019,3.5,104,8.5,España,Rioja,Rioja
959,La Quinta,2017,6273621,Ruido Crianza 2017,3.7,25,8.5,España,Rioja,Rioja
960,Ramón Roqueta,2020,6735593,Massaluca 2020,3.9,34,8.53,España,Terra Alta,Catalunya Sul
961,Izadi,2017,77812,Crianza 2017,3.8,1904,8.53,España,Rioja,Rioja
962,Misticos,2016,1814308,Tinto 2016,3.9,44,8.55,España,Calatayud,other
963,Magaña,2013,1239296,Dignus Navarra 2013,3.6,194,8.55,España,Navarra,other
964,Telmo Rodriguez,2017,62474,LZ Rioja 2017,3.7,852,8.59,España,Rioja,Rioja
965,Dehesa La Granja,2016,1152838,Tinto 2016,3.9,291,8.59,España,Castilla y León,other
966,Toresanas,2015,1206153,Orot Crianza 2015,3.7,235,8.6,España,Toro,other
967,Vinyes dels Aspres,2020,1182643,Oriol dels Aspres Negre 2020,3.6,72,8.6,España,Empordà,other
968,Viña Bujanda,2014,1587421,Rioja Reserva 2014,3.9,188,8.6,España,Rioja,Rioja
969,Perlat,2019,99055,Syrah 2019,3.8,25,8.6,España,Montsant,Catalunya Sul
970,Montebaco,2017,100385,Semele 2017,3.8,779,8.62,España,Ribera del Duero,Ribera del Duero
971,Celler de Capçanes,2019,1169928,Lasendal Selecció 2019,4.1,142,8.65,España,Montsant,Catalunya Sul
972,Josep Grau Viticultor,2020,2309878,L'Efecte Volador Monstant 2020,4.0,57,8.65,España,Montsant,Catalunya Sul
973,Las Rocas,2019,76953,Garnacha 2019,3.5,30,8.65,España,Calatayud,other
974,Hacienda del Carche,2020,2381588,Infiltrado Tinto 2020,3.7,62,8.65,España,Jumilla,other
975,Bodegas Quinta de Aves,2019,6247755,Syrah 2019,3.6,49,8.65,España,La Mancha,other
976,Bodega Iniesta,2010,1646218,Corazón Loco Selección 2010,3.7,170,8.69,España,Manchuela,other
977,Vinícola del Priorat,2017,99545,Ònix Clàssic 2017,3.6,230,8.69,España,Priorato,Catalunya Sul
978,Perello,2018,6457155,Noctàmbul 2018,3.8,32,8.69,España,Empordà,other
979,Bodegas Faustino,2018,7533604,Art Collection Crianza 2018,3.5,69,8.7,España,Rioja,Rioja
980,Albet i Noya,2018,79853,Lignum Penedès 2018,3.6,292,8.7,España,Panadés,other
981,Flumen Dorivm,2016,1757151,Crianza 2016,3.4,47,8.7,España,Ribera del Duero,Ribera del Duero
982,Avgvstvs,2019,7364107,Primer Negre 2019,3.8,41,8.7,España,Panadés,other
983,Estancia Piedra,2018,2211667,Roble 2018,3.6,173,8.7,España,Toro,other
984,Urbion,2015,2232577,Crianza 2015,3.5,46,8.7,España,Rioja,Rioja
985,Monóvar,2015,5372999,Tempus Regit Monastrell 2015,3.4,66,8.71,España,Alicante,other
986,Murviedro,2012,5729640,Colección Reserva Bobal 2012,3.8,43,8.74,España,Utiel-Requena,other
987,Pasión,2018,6203091,Monastrell 2018,3.6,87,8.74,España,Utiel-Requena,other
988,Bodegas Arrocal,2020,5287555,Gallinitaciega Tempranillo 2020,3.8,64,8.75,España,Ribera del Duero,Ribera del Duero
989,Neo,2019,1991390,Disco 2019,3.5,37,8.75,España,Ribera del Duero,Ribera del Duero
990,Massaluca,2020,8958138,Garnatxa Negra - Samsó 2020,3.8,129,8.75,España,Terra Alta,Catalunya Sul
991,Sant Josep,2018,1469251,Llàgrimes de Tardor Criança 2018,3.9,306,8.75,España,Terra Alta,Catalunya Sul
992,Callejo,2019,1387031,Flores de Callejo 2019,3.8,773,8.75,España,Ribera del Duero,Ribera del Duero
993,Condado de Oriza,2018,1174345,Crianza Ribera del Duero 2018,3.9,277,8.75,España,Ribera del Duero,Ribera del Duero
994,Bodega Sommos,2018,4442568,Crianza 2018,3.8,48,8.75,España,Somontano,other
995,Enrique Mendoza,2018,1213653,Merlot - Monastrell 2018,3.8,41,8.75,España,Alicante,other
996,Bodegas Aragonesas,2019,1168436,Coto de Hayas Garnacha Centenaria 2019,4.0,524,8.75,España,Campo de Borja,other
997,Marqués de Carrión,2017,1176779,Rioja Crianza 2017,3.4,29,8.75,España,Rioja,Rioja
998,Enrique Mendoza,2018,1730288,Cabernet Sauvignon - Monastrell Alicante Crianza 2018,3.8,140,8.75,España,Alicante,other
999,Nebla,2019,3312739,Tempranillo Roble 2019,3.7,213,8.75,España,Ribera del Duero,Ribera del Duero
1000,Loess,2019,4219315,Inspiration 2019,3.9,78,8.75,España,Ribera del Duero,Ribera del Duero
1001,Josep Grau Viticultor,2020,6034268,Una Nit en Globus 2020,3.9,66,8.75,España,Montsant,Catalunya Sul
1002,Huguet de Can Feixes,2017,1224820,Negre Selecció 2017,3.7,146,8.78,España,Panadés,other
1003,L'Olivera,2018,5656407,Tossudes 2018,3.7,33,8.8,España,Cataluña,Catalunya Sul
1004,Luberri,2018,1164191,Seis de Luberri Rioja 2018,3.6,157,8.8,España,Rioja,Rioja
1005,Barahonda,2017,15713,Barrica Tinto (Monastrell - Syrah) 2017,3.9,1523,8.8,España,Yecla,other
1006,EGO,2017,1885785,Fuerza 2017,3.9,295,8.8,España,Jumilla,other
1007,Lopez Cristobal,2019,1742507,Tinto Roble 2019,3.5,95,8.8,España,Ribera del Duero,Ribera del Duero
